Customer ID,order_id,p_brand,brand_name,customer_gender,Name 
C1011,5,SMITCH,Aarika,MALE,Lamir
C1014,1,Samsung,Ray-Ban,MALE,Lamond
C1016,7,ALCIS,0,MALE,Lamondre
C1017,1,Boat,0,MALE,Lamone
C1022,1,Studiowest,0,MALE,Lamonte
C1027,1,Philips,0,MALE,Lamorris
C1029,2,adidas,Casio,MALE,Lamour
C1031,1,Wenger,0,MALE,Lamuel
C1036,4,Utsa,0,MALE,Lancer
C1037,2,Puma,0,MALE,Lancing
C1038,1,W,W,MALE,Lancy
C1041,3,PC Jeweller,0,MALE,Landel
C1046,7,DDecor,0,MALE,Landers
C1048,8,Diesel,Westside Home,MALE,Landis
C1049,2,LUNA BLU,0,MALE,Lando
C1050,1,Vivo,0,MALE,Landon
C1051,2,Khadi Essentials,0,MALE,Landonn
C1053,2,Xiaomi,Puma,MALE,Landrick
C1056,2,Khadi Essentials,0,MALE,Landry
C1057,4,Xiaomi,0,MALE,Landun
C1061,1,HP,0,MALE,Landynn
C1062,1,Red Tape,0,MALE,Landyon
C1063,1,Puma,0,MALE,Lane
C1065,1,Jockey,0,MALE,Lang
C1066,2,Apple,0,MALE,Langdon
C1068,1,Utsa,Mochi,MALE,Langford
C1069,2,Spykar,0,MALE,Langston
C1070,2,Xiaomi,0,MALE,Lanham
C1072,5,Mamaearth,0,MALE,Lanis
C1074,1,Novel,0,MALE,Lankford
C1075,1,Indo Era,0,MALE,Lann
C1076,3,W,0,MALE,Lanndon
C1078,2,Sony,0,MALE,Lanney
C1079,3,Gaana.com,0,MALE,Lannie
C1080,4,ETA,0,MALE,Lanning
C1081,1,Killer,0,MALE,Lannis
C1082,2,Swiss Military,0,MALE,Lannon
C1085,1,Skinn by Titan,0,MALE,Lanorris
C1089,1,Insta360,0,MALE,Lanston
C1093,2,Shonaya,0,MALE,Lanyard
C1095,2,Globus,0,MALE,Lao
C1096,1,Ishin,0,MALE,Lapatrick
C1097,1,Salwar Studio,Samsung,MALE,Lapaul
C1098,2,Apple,0,MALE,Laphonso
C1100,1,Philips,0,MALE,Laquain
C1101,4,VIP,0,MALE,Laquan
C1103,2,Ambrane,0,MALE,Laquann
C1104,1,adidas,0,MALE,Laquante
C1105,1,Tanishq,VarEesha,MALE,Laquarius
C1107,1,Luminous,0,MALE,Laquavious
C1108,1,iFrogz,0,MALE,Laquavis
C1109,2,Utsa,0,MALE,Laquavius
C1110,3,Xiaomi,0,MALE,Laquentin
C1111,2,Bajaj,0,MALE,Laquez
C1112,1,OAKTER,0,MALE,Laquin
C1114,1,ODIO,0,MALE,Laquinn
C1115,2,Homesake,999Store,MALE,Laquintin
C1116,1,SanDisk,0,MALE,Laquinton
C1117,2,Hunkemoller,0,MALE,Laquon
C1118,3,Reebok,0,MALE,Laqwan
C1119,1,Cherokee,Ascot,MALE,Laramie
C1121,5,s.Oliver,Hummel,MALE,Larance
C1124,2,Apple,0,MALE,Lareco
C1125,1,Van Heusen,Van Heusen,MALE,Laredo
C1127,1,Allen Solly,Red Tape,MALE,Laremy
C1129,1,Ambrane,0,MALE,Larenz
C1130,1,ETA,0,MALE,Larenzo
C1133,7,Xiaomi,0,MALE,Larico
C1135,1,Aigner,0,MALE,Laris
C1136,1,Globus,0,MALE,Larkin
C1137,1,Red Tape,0,MALE,Larmar
C1138,3,Studiowest,0,MALE,Larmon
C1139,1,HTC,0,MALE,Larmont
C1140,6,Hunkemoller,Hunkemoller,MALE,Larnce
C1143,1,Red Tape,0,MALE,Larney
C1146,8,Jaipur Kurti,0,MALE,Larod
C1147,3,Apple,Bangalore Refinery,MALE,Laroderick
C1148,2,WES Casuals,0,MALE,Larodney
C1149,1,Hitachi,0,MALE,Laroi
C1151,6,Reebok,0,MALE,Laron
C1152,1,Red Tape,0,MALE,Larone
C1153,6,realme,adidas,MALE,Laronn
C1155,1,HOP,0,MALE,Laronzo
C1156,6,Sangam Prints,0,MALE,Laroy
C1157,2,Times Prime,0,MALE,Laroyce
C1158,1,Apple,0,MALE,Larre
C1160,2,LG,0,MALE,Larren
C1161,1,Philips,0,MALE,Larreon
C1164,2,Soch,0,MALE,Larrion
C1165,1,Pavers England,0,MALE,Larris
C1167,2,Gerua,0,MALE,Larrry
C1168,1,LG,0,MALE,Larry
C1170,2,Clovia,0,MALE,Larsen
C1171,1,Croma,0,MALE,Larson
C1174,1,Croma,0,MALE,Larwance
C1177,5,Forever 21,Puma,MALE,Lary
C1178,2,Nuon Men,WES Lounge,MALE,Laryan
C1179,2,INATUR,0,MALE,Larz
C1182,9,Puma,U.S. Polo Assn.,MALE,Lasaro
C1183,2,Utsa,0,MALE,Lascelles
C1185,2,Hummel,0,MALE,Lasean
C1187,2,ColorPlus,Van Heusen,MALE,Lash
C1188,2,Malabar Gold and Diamonds,0,MALE,Lashad
C1189,2,Hunkemoller,Biba,MALE,Lason
C1190,1,Indo Era,FCUK,MALE,Lassana
C1191,12,Rosaline,Praavy,MALE,Lasse
C1192,2,Utsa,0,MALE,Lastarza
C1195,1,Apple,0,MALE,Laszlo
C1196,1,Xiaomi,0,FEMALE,Latarius
C1197,2,OAKTER,0,MALE,Latarus
C1198,1,Zudio,Portronics,FEMALE,Lataurus
C1199,1,Zudio,0,FEMALE,Lataveon
C1200,5,Utsa,0,MALE,Latavian
C1201,6,Gini & Jony,0,MALE,Latavion
C1202,2,OneAssist,0,MALE,Latavious
C1203,1,Westsport,0,FEMALE,Latavis
C1204,9,Utsa,0,MALE,Latavius
C1205,1,Voltas,0,MALE,Latee
C1206,4,WES Lounge,0,MALE,Lateef
C1208,1,Marie Claire,0,MALE,Laten
C1209,1,Philips,0,FEMALE,Laterian
C1210,3,Puma,0,MALE,Laterius
C1212,1,Croma,0,MALE,Laterrell
C1214,1,ETA,Nuon Men,MALE,Laterrian
C1215,6,Peter England,Aldo,MALE,Laterrion
C1217,2,Crocs,0,FEMALE,Laterrius
C1218,1,PrettySecrets,0,FEMALE,Latevin
C1219,1,Puma,0,MALE,Latham
C1220,17,Sangam Prints,0,MALE,Lathan
C1221,1,Westside Home,Skechers,FEMALE,Lathaniel
C1223,1,Utsa,0,MALE,Lathen
C1224,9,Zebronics,0,MALE,Lathomas
C1225,2,Wardrobe,0,FEMALE,Lathon
C1226,1,Philips,0,MALE,Lathyn
C1227,2,Times Prime,0,MALE,Latief
C1229,2,Jockey,0,MALE,Latimer
C1230,2,TP-LINK,0,MALE,Latique
C1231,6,Voltas,0,MALE,Latodd
C1232,3,realme,0,MALE,Laton
C1234,1,Jockey,0,FEMALE,Latony
C1235,5,Hunkemoller,Wrangler,MALE,Latorrance
C1236,1,Amante,0,MALE,Latrae
C1237,1,PC Jeweller,0,FEMALE,Latrail
C1238,4,GAP,0,MALE,Latravion
C1239,2,Wunderlove,0,FEMALE,Latravious
C1240,1,Wunderlove,Westside Home,FEMALE,Latravis
C1241,6,Basics,Wings,MALE,Latravius
C1242,1,Utsa,Jockey,MALE,Latray
C1243,1,APPLE,0,MALE,Latrayvion
C1244,4,Ambrane,Esbeda,FEMALE,Latre
C1245,3,Xiaomi,0,MALE,Latreal
C1246,1,Difference of Opinion,0,MALE,Latrel
C1248,2,Gia,LOV,FEMALE,Latrevion
C1250,2,Boat,Portronics,MALE,Latrey
C1252,2,Gia,0,MALE,Latron
C1254,2,Clarks,ClickCase,MALE,Latroy
C1255,2,Infinity Lingerie,0,FEMALE,Latu
C1257,12,HOP,Vero Moda,FEMALE,Latwon
C1258,1,CLiQsurance,0,FEMALE,Lauar
C1259,3,The Indus Valley,0,MALE,Lauchlin
C1261,1,Vark,0,FEMALE,Laudie
C1264,1,Liberty,0,FEMALE,Laureano
C1265,1,Studiowest,0,MALE,Laureat
C1266,1,Utsa,0,FEMALE,Laurence
C1267,1,Xiaomi,0,MALE,Laurencio
C1268,1,FOSSIL,0,FEMALE,Laurens
C1269,4,Wunderlove,Zink London,MALE,Laurent
C1270,3,Boat,0,FEMALE,Laurentino
C1271,1,Cherokee,Pebble,MALE,Laurenz
C1272,1,Armani Exchange,Metro,MALE,Laurenzo
C1273,3,HP,Boat,MALE,Lauriano
C1274,2,Ed-a-Mamma,0,MALE,Laurier
C1275,2,Midea,0,FEMALE,Lauris
C1276,4,Portronics,Xiaomi,FEMALE,Lauriston
C1277,3,Jabra,0,FEMALE,Lauritz
C1278,1,Blaupunkt,0,MALE,Lauro
C1279,1,Sanfe,0,MALE,Lautaro
C1280,2,Studiowest,Vero Moda,FEMALE,Lavail
C1281,4,Studiowest,Clovia,MALE,Laval
C1283,1,Gia,Superstar,MALE,Lavall
C1284,1,SOLEMIO,0,FEMALE,Lavalle
C1285,1,Puma,0,FEMALE,Lavan
C1287,1,Cole Haan,0,MALE,Lavander
C1288,1,Honey by Pantaloons,0,MALE,Lavant
C1290,1,W,0,MALE,Lavar
C1291,1,Duke,0,MALE,Lavare
C1292,1,Hitachi,Red Tape,MALE,Lavares
C1293,2,Van Heusen,Meyer,FEMALE,Lavarious
C1294,1,Crompton,Boat,MALE,Lavaris
C1295,1,Canon,Bohemia Crystal,FEMALE,Lavarius
C1296,1,Ajile by Pantaloons,0,FEMALE,Lavarr
C1297,6,Gia,0,FEMALE,Lavarus
C1298,5,realme,0,MALE,Lavel
C1300,1,Samsung,Philips,FEMALE,Lavelle
C1301,20,Zudio,0,MALE,Lavelton
C1302,6,Red Tape,LAVIE SPORT,FEMALE,Laven
C1303,3,Gia,Yufta,FEMALE,Laveon
C1305,1,Fastrack,0,MALE,Lavere
C1307,1,Jockey,0,MALE,Lavern
C1308,1,Logitech,0,FEMALE,Lavernon
C1309,1,Lapis Bard,0,FEMALE,Lavert
C1310,17,FabAlley,0,MALE,Lavester
C1311,1,Crusset,0,MALE,Lavi
C1312,2,Philips,0,MALE,Lavin
C1313,1,LOV,BHAANE,FEMALE,Lavoid
C1314,1,PUMA,0,MALE,Lavont
C1315,3,HOP,0,MALE,Lavonta
C1316,1,U.S. Polo Assn.,0,FEMALE,Lavontae
C1317,3,Mode by Red Tape,0,MALE,Lavontay
C1318,1,PUMA,adidas,MALE,Lavonte
C1319,2,Westside Home,adidas,MALE,Lavontre
C1321,2,Tata Swach,0,MALE,Lavoris
C1322,1,Shaya,0,MALE,Lavorn
C1323,2,ANTONIO BANDERAS,adidas,MALE,Lavoy
C1324,1,Nirlon,0,MALE,Law
C1325,1,Clara,0,MALE,Lawaia
C1326,6,Zudio,0,MALE,Lawarence
C1327,1,Vivo,0,FEMALE,Lawarnce
C1328,1,Whirlpool,0,MALE,Lawarren
C1329,3,Nuon Women,Ray-Ban,MALE,Lawaun
C1330,2,Furo by Red Chief,0,MALE,Lawayne
C1331,1,Casio,0,FEMALE,Lawell
C1332,2,Carlton London,0,FEMALE,Lawence
C1333,7,Clovia,Indo Era,MALE,Lawerance
C1334,1,Bombay Paisley,New Breed,FEMALE,Lawerence
C1335,1,Spykar,0,MALE,Lawernce
C1336,1,Jabra,0,FEMALE,Lawless
C1337,1,Logitech,0,FEMALE,Lawney
C1338,1,HOSTA HOMES,0,MALE,Lawrance
C1340,1,Tossido,0,MALE,Lawrence
C1341,5,Puma,0,MALE,Lawrene
C1342,1,Utsa,0,FEMALE,Lawrenzo
C1343,1,Bata,0,MALE,Lawrin
C1344,1,Puma,0,MALE,Lawrnce
C1345,2,Utsa,0,MALE,Lawsen
C1346,2,Lacoste,0,MALE,Lawson
C1347,1,Clarks,0,MALE,Lawton
C1349,2,adidas,0,FEMALE,Laxavier
C1350,1,ONITSUKA TIGER,0,MALE,Lay
C1351,1,Wunderlove,Biba,FEMALE,Laycen
C1352,1,Mayra,0,MALE,Laydell
C1353,1,Xiaomi,0,FEMALE,Layden
C1354,1,Portronics,0,MALE,Laydon
C1355,2,Syska,0,MALE,Layke
C1356,3,Flying Machine,0,FEMALE,Layland
C1358,1,Samsung,0,MALE,Laylon
C1359,1,Puma,0,MALE,Layman
C1360,7,Louis Philippe,0,MALE,Laymon
C1361,1,Puma,0,MALE,Laymond
C1362,2,Forest Essentials,0,MALE,Layn
C1364,2,Xiaomi,0,FEMALE,Layron
C1365,6,Utsa,Juniper,FEMALE,Layson
C1366,1,Puma,0,MALE,Layten
C1367,8,Utsa,Roadies,MALE,Layth
C1368,3,Peter England,0,FEMALE,Laythan
C1369,2,Wunderlove,Hunkemoller,FEMALE,Laythen
C1371,1,Globus,0,MALE,Laytin
C1373,1,Globus,Carlton London,MALE,Lazar
C1374,1,Google,0,FEMALE,Lazare
C1375,4,Utsa,Utsa,MALE,Lazareth
C1376,2,Crocs,0,MALE,Lazarick
C1377,2,Jockey,0,FEMALE,Lazario
C1378,1,Puma,0,FEMALE,Lazarion
C1379,1,Cottonworld,0,FEMALE,Lazarius
C1380,1,Budding Bees,0,MALE,Lazaro
C1381,2,Xiaomi,0,MALE,Lazaros
C1382,3,zunpulse,0,MALE,Lazarus
C1383,1,Karl Lagerfeld for Cover Story,0,MALE,Lazavion
C1384,5,realme,0,MALE,Lazell
C1385,3,Utsa,Westside Home,MALE,Lazer
C1386,4,Utsa,0,MALE,Lazerick
C1387,2,Crocs,Skechers,MALE,Lazerrick
C1388,2,V-Guard,Nova,FEMALE,Lazlo
C1389,1,Red Tape,0,FEMALE,Lazzaro
C1391,1,Titan,Tata Power,MALE,Lc
C1392,1,Crocs,Inc.5,FEMALE,Ld
C1393,5,Wunderlove,0,FEMALE,Ldarius
C1394,2,Asics,0,MALE,Leaf
C1395,4,SOLEPLAY,0,FEMALE,Leaford
C1396,5,Diesel,0,MALE,Leal
C1398,1,Home4U,0,MALE,Lealand
C1399,1,Candes,0,MALE,Lealon
C1400,1,Globus,0,FEMALE,Leam
C1401,1,s.Oliver,0,FEMALE,Leaman
C1402,1,Zebronics,0,MALE,Leamon
C1403,1,ClickCase,Juniper,MALE,Leamond
C1404,3,Bombay Paisley,0,MALE,Leanard
C1405,4,Utsa,0,MALE,Leander
C1406,4,Utsa,Utsa,MALE,Leandrae
C1408,1,WD,0,MALE,Leandrew
C1409,3,Boat,Puma,FEMALE,Leandro
C1410,2,Xiaomi,Portronics,MALE,Leandros
C1411,2,Meizu,0,MALE,Leangelo
C1412,3,HAZEL,0,FEMALE,Leanord
C1413,1,Symphony,Fabindia Home,MALE,Leanthony
C1414,1,adidas,0,FEMALE,Leaon
C1415,2,Utsa,0,FEMALE,Learon
C1416,2,Rangriti,Vincent Chase,FEMALE,Learoy
C1417,4,WES Casuals,0,MALE,Leart
C1418,1,Mercedes-Benz,0,MALE,Leartis
C1419,1,Schwarzkopf Professional,0,FEMALE,Leary
C1420,3,Ajmal,0,MALE,Leathan
C1421,1,Apple,0,MALE,Leaton
C1422,9,Philips,0,MALE,Leavitt
C1423,2,Utsa,0,MALE,Leavon
C1424,1,Utsa,0,MALE,Leavy
C1426,10,Swiss Military,0,MALE,Lebarron
C1427,1,Philips,0,FEMALE,Lebern
C1428,4,Wunderlove,Yufta,MALE,Lebert
C1429,2,Forever 21,0,FEMALE,Lebrandon
C1430,1,Parx,0,MALE,Lebron
C1431,7,WES Casuals,WES Formals,MALE,Lebrone
C1432,1,Puma,0,MALE,Leburn
C1433,3,Puma,Asics,FEMALE,Lecedric
C1434,5,Gia,LOV,MALE,Lecester
C1435,4,Zuba,0,MALE,Lech
C1436,1,LG,0,FEMALE,Lecharles
C1437,3,Audio-Technica,0,MALE,Lecil
C1438,4,Boat,Boat,FEMALE,Leck
C1439,2,The Indus Valley,0,FEMALE,Leconte
C1440,2,Go Colors!,0,MALE,Lecory
C1441,1,SanDisk,0,FEMALE,Ledaniel
C1443,1,Red Tape,0,MALE,Ledarius
C1444,8,Reebok,Boat,FEMALE,Ledarrius
C1445,1,Croma,0,MALE,Ledel
C1447,2,adidas,Forever 21,MALE,Lederrick
C1448,3,Campus,0,MALE,Ledford
C1449,2,Sony,0,FEMALE,Ledger
C1451,2,Xiaomi,Portronics,MALE,Ledon
C1452,1,0,0,MALE,Lee
C1453,1,Xiaomi,0,MALE,Leeam
C1454,2,Utsa,0,MALE,Leeander
C1455,1,Puma,Plum Tree,FEMALE,Leeandre
C1456,2,CATZ,0,MALE,Leeandrew
C1458,6,Zudio,Puma,MALE,Leedell
C1459,3,WES Casuals,Global Desi,FEMALE,Leedward
C1460,1,Khadi Essentials,0,MALE,Leejay
C1461,1,Utsa,adidas,FEMALE,Leelan
C1462,1,Callaway Golf,Pasabahce,MALE,Leeland
C1463,1,Zudio,0,MALE,Leelen
C1464,5,Sony,0,FEMALE,Leelend
C1465,2,Puma,0,FEMALE,Leelin
C1466,2,Jockey,Saral Home,MALE,Leelyn
C1467,2,Red Tape,0,MALE,Leelynd
C1468,2,Studiowest,0,FEMALE,Leelynn
C1469,1,Asics,0,FEMALE,Leeman
C1470,8,Clovia,Peter England,MALE,Leemichael
C1471,1,Ray-Ban,Puma,MALE,Leemon
C1472,4,Sangam Prints,0,FEMALE,Leeo
C1473,3,Utsa,0,FEMALE,Leeon
C1474,5,Nuon Women,0,MALE,Leeor
C1475,2,Adidas Originals,adidas,MALE,Leequan
C1476,3,Rosaline,0,MALE,Leeric
C1477,8,Crocs,0,MALE,Leeron
C1478,2,SELECTED HOMME,0,MALE,Leeroy
C1479,4,Carlo Romano,RAEGR,FEMALE,Leeshaun
C1480,1,Utsa,Wipro,FEMALE,Leeshawn
C1481,1,WES Lounge,0,FEMALE,Leeson
C1482,4,Sennheiser,The Indus Valley,FEMALE,Leeum
C1483,4,Cherokee,0,FEMALE,Leevan
C1485,1,PUMA,0,MALE,Leevon
C1486,1,JBL,Jabra,MALE,Leeward
C1488,1,Boat,0,FEMALE,Legen
C1489,1,ADIDAS,Skechers,MALE,Legend
C1490,3,Voltas,0,MALE,Legendary
C1493,2,Apple,0,MALE,Legrand
C1494,1,Lava,0,FEMALE,Legrande
C1495,2,OneAssist,0,FEMALE,Legrant
C1496,3,Globus,Halonix,MALE,Lehi
C1497,1,Panasonic,0,MALE,Lehman
C1498,2,The Indus Valley,0,FEMALE,Lehmon
C1499,2,Reebok,Wenger,MALE,Leiam
C1500,24,Lee,0,MALE,Leib
C1501,2,Peter England,0,MALE,Leibish
C1502,1,Colt,0,MALE,Leiby
C1503,1,Motorola,0,MALE,Leiden
C1504,1,Sunflame,0,FEMALE,Leif
C1505,25,LOV,Homesake,MALE,Leigham
C1506,1,Westsport,0,MALE,Leighlan
C1507,2,Red Tape,0,FEMALE,Leighland
C1508,2,I Kall,0,MALE,Leighton
C1509,1,GoPro,0,MALE,Leihum
C1511,6,Puma,Puma,FEMALE,Leiland
C1512,2,Crocs,0,MALE,Leilend
C1513,3,GAP,Nerf-Ultra,MALE,Leilynd
C1514,1,Globus,0,FEMALE,Leim
C1515,2,Kate Spade,0,FEMALE,Leion
C1516,1,Micromax,0,MALE,Leith
C1517,4,Zudio,0,FEMALE,Leithan
C1518,6,Trident,0,MALE,Leium
C1519,4,Boat,0,MALE,Lejend
C1520,5,Puma,0,MALE,Lejon
C1521,5,Pavers England,Puma,MALE,Lejuan
C1522,1,CATZ,0,FEMALE,Lekai
C1523,5,Kraus,Westside Home,FEMALE,Lekeith
C1524,1,Zudio,0,MALE,Lekendric
C1525,2,SanDisk,0,MALE,Lekendrick
C1526,2,Zuba,0,FEMALE,Lekhi
C1527,1,Mochi,0,MALE,Lelan
C1528,1,STARBUCKS,0,MALE,Leland
C1529,1,Cherokee,0,FEMALE,Leldon
C1530,4,Antec,0,FEMALE,Lelen
C1531,1,Columbia,0,FEMALE,Lelend
C1533,1,Antec,0,MALE,Lelon
C1534,2,Wardrobe,Westside,FEMALE,Lelton
C1535,3,SMITCH,0,MALE,Lelyn
C1536,1,Gia,Biba,MALE,Lelynd
C1537,3,The Children's Place,Liberty,MALE,Lelynn
C1538,1,ONITSUKA TIGER,LACOSTE,FEMALE,Lem
C1539,1,Candes,0,MALE,Lemaj
C1540,1,Titan,0,FEMALE,Leman
C1541,1,U.S. Polo Assn.,0,MALE,Lemanuel
C1542,1,Levi's,0,FEMALE,Lemar
C1543,5,Nuon Men,Jack & Jones,MALE,Lemarco
C1545,1,Orient,0,MALE,Lemari
C1547,3,Nell,0,MALE,Lemarion
C1550,4,Wunderlove,Nautica,MALE,Lemel
C1552,1,The Indus Valley,0,FEMALE,Lemmie
C1553,2,Times Prime,0,MALE,Lemmon
C1554,1,Titan,0,FEMALE,Lemmy
C1555,1,Inweave,0,FEMALE,Lemoine
C1556,4,Malabar Gold and Diamonds,Malabar Gold and Diamonds,MALE,Lemon
C1557,1,Hidesign,0,MALE,Alexey
